time,gFx,gFy,gFz,TgF
7.709108487,-0.1126,0.0701,1.0047,1.013
7.711125935,-0.1152,0.0786,0.9842,0.994
7.713061976,-0.1040,0.0999,0.9806,0.991
7.716313903,-0.0906,0.1228,0.9981,1.010
7.71725432,-0.0845,0.1091,1.0038,1.013
7.719574737,-0.0701,0.0750,1.0082,1.013
7.72145583,-0.0747,0.0635,1.0194,1.024
7.723497445,-0.0735,0.1016,1.0126,1.020
7.726035518,-0.0776,0.1091,1.0138,1.023
7.728158174,-0.0947,0.1209,1.0152,1.027
7.731347289,-0.1035,0.1331,1.0328,1.046
7.733054216,-0.0930,0.1062,1.0575,1.067
7.737282966,-0.0906,0.1130,1.0475,1.057
7.73832432,-0.0779,0.1050,1.0209,1.029
7.739978903,-0.0828,0.1240,1.0116,1.023
7.743844789,-0.0798,0.1170,1.0101,1.020
7.746120414,-0.0916,0.1218,1.0067,1.018
7.749185883,-0.1069,0.1301,1.0060,1.020
7.750393383,-0.1104,0.1006,1.0169,1.028
7.753100101,-0.1135,0.0732,1.0377,1.046
7.755639112,-0.1008,0.0439,1.0397,1.045
7.756225414,-0.1118,0.0523,1.0145,1.022
7.758960362,-0.1150,0.0608,1.0082,1.017
7.760735049,-0.1436,0.0847,1.0277,1.041
7.76441557,-0.1636,0.0752,1.0531,1.068
7.766060778,-0.1887,0.0960,1.0638,1.085
7.768216872,-0.2095,0.0859,1.0646,1.088
7.770499945,-0.2256,0.0794,1.0460,1.073
7.772537393,-0.2346,0.0730,1.0277,1.057
7.775632289,-0.2444,0.0972,0.9906,1.025
7.777669997,-0.2534,0.1240,0.9754,1.015
7.781576403,-0.2527,0.1309,0.9715,1.012
7.783120362,-0.2407,0.1004,0.9847,1.019
7.785208643,-0.2459,0.0759,0.9901,1.023
7.787987705,-0.2344,0.0659,0.9833,1.013
7.789178955,-0.2102,0.0005,1.0375,1.059
7.791982653,-0.2188,-0.0076,1.0587,1.081
7.79422458,-0.2215,0.0212,1.0223,1.046
7.798420622,-0.2266,0.0261,0.9894,1.015
7.79943057,-0.2268,0.0649,0.9476,0.977
7.801511716,-0.1948,0.0718,0.9283,0.951
7.804165205,-0.1931,0.0964,0.9198,0.945
7.805583539,-0.1773,0.1082,0.9244,0.947
7.807814476,-0.1443,0.0618,0.9586,0.971
7.810947028,-0.1277,0.1126,0.9457,0.961
7.820296872,-0.0781,0.1008,0.9940,1.002
7.821512914,-0.1194,0.1782,1.0216,1.044
7.82220906,-0.1008,0.1616,1.0543,1.071
7.822805205,-0.0581,0.0813,1.1080,1.113
7.823371143,-0.0371,0.1492,1.0599,1.071
7.824913799,0.0437,0.0828,1.0604,1.065
7.827211143,-0.0002,0.1118,1.0477,1.054
7.839782393,0.0022,0.1360,1.0038,1.013
7.841119372,0.0637,0.0347,1.0299,1.032
7.841588122,0.0903,0.0442,1.0126,1.018
7.842098539,0.1245,0.0352,1.0316,1.040
7.84252781,0.0754,0.1240,1.0270,1.037
7.842977289,0.0947,0.1231,1.0045,1.016
7.843405205,0.1123,0.0586,1.0116,1.019
7.845221403,0.1187,0.1104,0.9830,0.996
7.847669164,0.1560,0.0596,1.0204,1.034
7.85029432,0.0938,0.1287,1.0128,1.025
7.852286143,0.1021,0.1275,1.0209,1.034
7.855722185,0.1184,0.0852,1.0675,1.077
7.858468382,0.1243,0.1238,1.0633,1.078
7.860744685,0.1521,0.0608,1.0736,1.086
7.862457237,0.1233,0.1069,1.0382,1.051
7.865060049,0.1223,0.0711,1.0243,1.034
7.867171195,0.0791,0.0979,1.0135,1.021
7.869030414,0.0610,0.1553,0.9872,1.001
7.871959685,0.0715,0.0403,1.0191,1.022
7.874655726,0.0491,0.1028,1.0057,1.012
7.876869476,0.0811,0.0962,1.0118,1.020
7.880496351,0.0686,0.0701,1.0379,1.043
7.881484216,0.0330,0.1441,1.0248,1.035
7.88325406,0.0437,0.0593,1.0672,1.070
7.886208591,0.0244,0.0991,1.0773,1.082
7.888194893,-0.0273,0.2034,1.0284,1.049
7.890506612,-0.0547,0.1414,1.0160,1.027
7.892245257,0.0098,0.0166,1.0646,1.065
7.894562393,0.0344,0.0483,1.0975,1.099
7.897987393,-0.0503,0.1802,1.0565,1.073
7.90087906,-0.1299,0.1817,1.0067,1.031
7.90348557,-0.1104,0.0715,1.0035,1.012
7.904065987,-0.0168,-0.0476,1.0751,1.076
7.90671708,-0.0088,-0.0476,1.0726,1.074
7.909049893,-0.0903,-0.0654,0.9691,0.975
7.911483643,-0.0925,-0.0986,0.9510,0.961
7.916590987,0.0093,-0.0046,0.9725,0.973
7.917532862,0.0540,0.0801,0.9786,0.983
7.921599372,0.0532,0.0549,1.0311,1.034
7.922338591,0.1069,-0.0410,1.1320,1.138
7.92444708,0.1245,-0.0557,1.1613,1.169
7.926472393,0.0718,0.0249,1.0660,1.069
7.929010049,0.0544,0.0195,1.0455,1.047
7.93027208,0.1138,-0.0322,1.1205,1.127
7.93286932,0.1470,0.0278,1.0926,1.103
7.934723382,0.0960,0.1008,0.9864,0.996
7.936938799,0.0801,0.0542,0.9693,0.974
7.940059372,0.1548,0.0027,1.0201,1.032
7.942474424,0.1709,0.0540,0.9955,1.011
7.945119424,0.0986,0.1021,0.9408,0.951
7.948235726,0.0789,0.0825,0.9864,0.993
7.949460049,0.1045,0.0835,1.0602,1.069
7.951688747,0.0879,0.1284,1.0367,1.048
7.953427445,0.0606,0.1384,1.0148,1.026
7.955852862,0.0735,0.1165,1.0589,1.068
7.959052289,0.0925,0.0986,1.0768,1.085
7.960874007,0.0762,0.0847,1.0404,1.047
7.963351403,0.0378,0.0940,1.0001,1.005
7.966123747,0.0288,0.1050,1.0211,1.027
7.96832057,0.0396,0.0982,1.0712,1.076
7.969888226,0.0178,0.0859,1.0492,1.053
7.97178932,-0.0161,0.0701,1.0028,1.005
7.974849112,-0.0408,0.0715,1.0028,1.006
7.978101716,-0.0674,0.0947,1.0221,1.029
7.980474632,-0.0769,0.1094,1.0541,1.063
7.98271333,-0.0706,0.1148,1.0680,1.076
7.984241455,-0.0674,0.1162,1.0599,1.068
7.985969528,-0.0791,0.1104,1.0663,1.075
7.990186507,-0.1052,0.1025,1.0677,1.078
7.991229893,-0.1358,0.0935,1.0348,1.048
7.994157341,-0.1541,0.0886,0.9940,1.010
7.99722307,-0.1528,0.0881,0.9732,0.989
7.998614632,-0.1365,0.0725,0.9664,0.979
8.000872132,-0.1350,0.0657,0.9410,0.953
8.002399997,-0.1734,0.0916,0.8934,0.915
8.004690778,-0.2071,0.1196,0.8680,0.900
8.006927653,-0.1948,0.1257,0.8958,0.925
8.010081299,-0.1726,0.1218,0.9242,0.948
8.012386664,-0.1707,0.1206,0.9151,0.939
8.018193851,-0.1685,0.1182,0.9071,0.930
